Candidate List of SVHC for authorisation
Note: Group entries are split in different rows.
Export date: 11-mrt-2026 17:20:40


"Substance Identifier"	""	
"Reden voor opname "	""	
"Datum van opname  (from)"	""	
"Datum van opname  (to)"	""	



"Naam van de stof "	"Description"	"EG-nr. "	"CAS-nr. "	"Reden voor opname "	"Datum van opname "	"Besluit "	"IUCLID-gegevensset "	"Ondersteunend document "	"Reactie op commentaren "	"Opmerkingen "	
"Propanoic acid, 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-, (-)-"	""	"-"	"75579-40-7"	"Equivalent level of concern having probable serious effects to human health (Article 57(f) - human health)""Equivalent level of concern having probable serious effects to the environment (Article 57(f) - environment)"	"16-jul-2019"	"https://echa.europa.eu/documents/10162/fc76aefc-fc86-a5fc-b5c4-e358467ca832"	"https://echa.europa.eu/documents/10162/c07bc76c-4d62-7799-d0d4-17e43508aeb0"	"https://echa.europa.eu/documents/10162/53fa6a5b-e95f-3128-ea9d-fa27f43b18bc"	"https://echa.europa.eu/documents/10162/5d5500fc-b935-f95c-02c7-d7722d1b795d"	"The combined intrinsic properties justifying the inclusion for the Member State Committee as a substance for which there is scientific evidence of probable serious effects to human health and the environment which give rise to an equivalent level of concern are the following:
Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects."	
"Propanoic acid, 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-, (+)-"	""	"-"	"75579-39-4"	"Equivalent level of concern having probable serious effects to human health (Article 57(f) - human health)""Equivalent level of concern having probable serious effects to the environment (Article 57(f) - environment)"	"16-jul-2019"	"https://echa.europa.eu/documents/10162/fc76aefc-fc86-a5fc-b5c4-e358467ca832"	"https://echa.europa.eu/documents/10162/c07bc76c-4d62-7799-d0d4-17e43508aeb0"	"https://echa.europa.eu/documents/10162/53fa6a5b-e95f-3128-ea9d-fa27f43b18bc"	"https://echa.europa.eu/documents/10162/5d5500fc-b935-f95c-02c7-d7722d1b795d"	"The combined intrinsic properties justifying the inclusion for the Member State Committee as a substance for which there is scientific evidence of probable serious effects to human health and the environment which give rise to an equivalent level of concern are the following:
Persistence, mobility, potential for long-range transport, observed adverse effects (at least the following probable effects for human health: effects on the liver, the kidney, and the haematological and immune systems and effects on development; at least the following probable effects for the environment: population relevant effects on birds and mammals); as well as low adsorption potential and high water solubility rendering the substance fully bioavailable for uptake via (drinking) water. Together, these elements lead to a very high potential for irreversible effects."	
"Pyrene"	""	"204-927-3"	"129-00-0"	"PBT (Article 57d)""vPvB (Article 57e)"	"15-jan-2019"	"https://echa.europa.eu/documents/10162/d6b1b306-6f05-9765-204a-689334527ef9"	"https://echa.europa.eu/documents/10162/bf9b02a4-6e4b-b1bf-2c58-6d61f5998817"	"https://echa.europa.eu/documents/10162/47121daf-04a7-6d4a-b0b6-595794d3e66c"	"https://echa.europa.eu/documents/10162/e824171c-1263-b1a2-4438-c5add37de2fa"	""	
"Phenanthrene"	""	"201-581-5"	"85-01-8"	"vPvB (Article 57e)"	"15-jan-2019"	"https://echa.europa.eu/documents/10162/91535066-71da-d9b4-71cc-8d4003b7f983"	"https://echa.europa.eu/documents/10162/efc23200-6f59-12c6-4b18-533a80aa7b4f"	"https://echa.europa.eu/documents/10162/c62a1c4a-ceec-3a00-52a4-0a298f7d8bb3"	"https://echa.europa.eu/documents/10162/12db6a91-9ac9-c4f6-4046-d6896ad9b3b2"	""	
"Fluoranthene"	""	"205-912-4"	"206-44-0"	"PBT (Article 57d)""vPvB (Article 57e)"	"15-jan-2019"	"https://echa.europa.eu/documents/10162/21272691-d1a0-3334-fde9-a0782d9354a2"	"https://echa.europa.eu/documents/10162/375e39c4-c59b-bfbd-d156-a1bf2a959108"	"https://echa.europa.eu/documents/10162/0d1ee6d4-1a47-0737-35c7-3503f0fca417"	"https://echa.europa.eu/documents/10162/b525e382-e27e-c609-2abf-ddd77d07ec44"	""	
"Benzo[k]fluoranthene"	""	"205-916-6"	"207-08-9"	"Carcinogenic (Article 57a)""PBT (Article 57d)""vPvB (Article 57e)"	"15-jan-2019"	"https://echa.europa.eu/documents/10162/afa7d75c-b83f-fef0-ae10-41e70a1e57f7"	"https://echa.europa.eu/documents/10162/ae8cba56-9884-9e35-34c7-0369a4703600"	"https://echa.europa.eu/documents/10162/06cc1281-efd9-9845-0215-e6b0c94c94db"	"https://echa.europa.eu/documents/10162/f72dc11d-5ff2-c4d8-c19c-40ec8dadddac"	""	
"2,2-bis(4'-hydroxyphenyl)-4-methylpentane"	"AP-5"	"401-720-1"	"6807-17-6"	"Toxic for reproduction (Article 57c)"	"15-jan-2019"	"https://echa.europa.eu/documents/10162/562afdb1-00aa-32ab-1022-721917185b12"	"https://echa.europa.eu/documents/10162/8ec5e70d-db99-d21c-c54b-9de01c41f435"	"https://echa.europa.eu/documents/10162/76cf3fb1-07eb-ff40-f41c-251f8c657b33"	"https://echa.europa.eu/documents/10162/26b55c4f-92c0-e4b6-fa1a-973bd625ae0f"	""	
"1,7,7-trimethyl-3-(phenylmethylene)bicyclo[2.2.1]heptan-2-one"	"3-benzylidene camphor; 3-BC"	"239-139-9"	"15087-24-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"15-jan-2019"	"https://echa.europa.eu/documents/10162/db2f223c-20a1-5318-d6b1-7a147d7f08c3""https://echa.europa.eu/documents/10162/56d708da-69e5-a7d1-e970-780352b8ed6a"	"https://echa.europa.eu/documents/10162/22f73d01-dfc1-15d5-a8fe-a29b460fa108"	"https://echa.europa.eu/documents/10162/84e7e600-0f73-6a4a-b246-19482576aa20""https://echa.europa.eu/documents/10162/2e1c96ea-2918-90d2-9c23-e07effac4ec9""https://echa.europa.eu/documents/10162/0c80cbbd-998f-b415-f9be-9e3ced41f333"	"https://echa.europa.eu/documents/10162/ca1d3937-2301-7a43-4b9e-1008ca84d3f6"	""	
"Terphenyl, hydrogenated"	""	"262-967-7"	"61788-32-7"	"vPvB (Article 57e)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/fc78f7e5-8f8a-de84-1141-499c5e021d31"	"https://echa.europa.eu/documents/10162/b30abea4-5ba0-e195-f595-a617687ad1c1"	"https://echa.europa.eu/documents/10162/fb7a9167-7d65-dd4c-2aa2-b8182d4a8e37"	"https://echa.europa.eu/documents/10162/421a040e-320b-5d39-8582-118bf23054f9"	""	
"Octamethylcyclotetrasiloxane"	"D4"	"209-136-7"	"556-67-2"	"PBT (Article 57d)""vPvB (Article 57e)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/2be7bcbf-f797-c28c-2c67-939664155c7c"	"https://echa.europa.eu/documents/10162/1c5dc0f3-cd5c-7b71-044a-9167e3b03d99"	"https://echa.europa.eu/documents/10162/115f70a9-a387-1525-d49f-b715e84996e4"	"https://echa.europa.eu/documents/10162/e654e7d3-031c-0f5f-eae5-673c1dd03432"	""	
"Lead"	""	"231-100-4"	"7439-92-1"	"Toxic for reproduction (Article 57c)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/61ac8d81-6ea2-6ad0-ffef-95037c9182ce"	"https://echa.europa.eu/documents/10162/79eec48e-c0b6-0d58-5218-ddb32ce0d22d"	"https://echa.europa.eu/documents/10162/07a87920-1b8f-b0d9-b6a7-1c0b1c16c8c4"	"https://echa.europa.eu/documents/10162/aec05f99-6be1-d615-732f-ec4f68ab66e2"	""	
"Ethylenediamine"	"EDA"	"203-468-6"	"107-15-3"	"Respiratory sensitising properties (Article 57(f) - human health)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/2ed8a7b4-8e9f-2e3e-407d-819dbdaa1623"	"https://echa.europa.eu/documents/10162/0fa2b79d-e520-b857-6572-61c49095b5a3"	"https://echa.europa.eu/documents/10162/f0a61fa4-64d1-2d19-35ed-d98134aec10d"	"https://echa.europa.eu/documents/10162/060c2b77-ce67-26fd-5117-43c52d6d7188"	""	
"Dodecamethylcyclohexasiloxane"	"D6"	"208-762-8"	"540-97-6"	"PBT (Article 57d)""vPvB (Article 57e)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/b11de9bc-6e60-01f9-cdeb-20fa3b7e864e"	"https://echa.europa.eu/documents/10162/9061869f-7e55-aaac-9ea5-761b9050a952"	"https://echa.europa.eu/documents/10162/a9682f4b-fc3e-cd99-3db9-b0f9f383c3c5"	"https://echa.europa.eu/documents/10162/45532e5e-8bbe-a3ee-bd1c-6c1640984c27"	"Dodecamethylcyclohexasiloxane (D6) meets the criteria of Article 57 (d) of Regulation (EC) 1907/2006 (REACH) as a substance which is persistent, bioaccumulative and toxic when it contains ≥ 0.1 % w/w octamethylcyclotetrasiloxane (D4) (EC No. 209-136-7). In addition to its intrinsic properties, it also meets the criteria of Article 57 (e) of Regulation (EC) 1907/2006 (REACH) as a substance which is very persistent and very bioaccumulative (vPvB) when it contains ≥ 0.1 % w/w decamethylcyclopentasiloxane (D5) (EC No. 208-764-9) or ≥ 0.1% w/w octamethylcyclotetrasiloxane (D4) (EC No. 209-136-7). "	
"Disodium octaborate"	""	"234-541-0"	"12008-41-2"	"Toxic for reproduction (Article 57c)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/74a5fdff-6a00-d3b4-4056-a5b24ee9ba6e"	"https://echa.europa.eu/documents/10162/62353089-57f4-c7c7-64f9-291364883323"	"https://echa.europa.eu/documents/10162/24e48bb3-3a68-1dfa-ef39-6e9f4ef92720"	"https://echa.europa.eu/documents/10162/da7779d3-8314-7357-b82b-e6044a5dd6be"	""	
"Dicyclohexyl phthalate"	"DCHP"	"201-545-9"	"84-61-7"	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - human health)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/8c434af5-cfbe-c87e-aa51-65893e385d1f""https://echa.europa.eu/documents/10162/2fe151f3-d425-cff3-fe31-d13c11afcc7a"	"https://echa.europa.eu/documents/10162/1be86650-c2d6-326e-1991-735cbf66ecbf"	"https://echa.europa.eu/documents/10162/919d3291-e835-609a-0800-03f64cda86b5""https://echa.europa.eu/documents/10162/b2995010-92b6-183f-2a3c-e5b823b537c9""https://echa.europa.eu/documents/10162/73c5f83c-3fe6-e1a0-b756-9dfcebf1eb85"	"https://echa.europa.eu/documents/10162/a0f00120-5e32-7c74-0b7f-9c92f84cb38c"	""	
"Decamethylcyclopentasiloxane"	"D5"	"208-764-9"	"541-02-6"	"PBT (Article 57d)""vPvB (Article 57e)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/1b8ab766-b3ff-840f-a0bd-f1ade391745d"	"https://echa.europa.eu/documents/10162/32855182-9c49-d41f-150a-b6a6aa012fff"	"https://echa.europa.eu/documents/10162/ddd97c9a-fe79-6f50-ff1a-c1d4bf305aab"	"https://echa.europa.eu/documents/10162/4c47a1f3-3513-d688-6f46-32a4023415a5"	"Decamethylcyclopentasiloxane (D5) meets the criteria of Article 57 (d) of Regulation (EC) 1907/2006 (REACH) as a substance which is persistent, bioaccumulative and toxic when it contains ≥ 0.1 % w/w octamethylcyclotetrasiloxane (D4) (EC No: 209-136-7)."	
"Benzo[ghi]perylene"	""	"205-883-8"	"191-24-2"	"PBT (Article 57d)""vPvB (Article 57e)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/ef81b8a3-7ec8-1380-d2ff-db1ceae26073"	"https://echa.europa.eu/documents/10162/16752063-ed16-d532-0418-8613beeceab0"	"https://echa.europa.eu/documents/10162/b45e78cd-5d70-0dd9-e895-e9fa89ab43d0"	"https://echa.europa.eu/documents/10162/2d44cd37-2ac3-7cfc-a643-670a075df973"	""	
"Benzene-1,2,4-tricarboxylic acid 1,2 anhydride"	"trimellitic anhydride; TMA"	"209-008-0"	"552-30-7"	"Respiratory sensitising properties (Article 57(f) - human health)"	"27-jun-2018"	"https://echa.europa.eu/documents/10162/996c1b49-d6f7-5899-c94a-43a04d98ef94""https://echa.europa.eu/documents/10162/a6547852-e697-84ec-512c-5ba264ecf09e"	"https://echa.europa.eu/documents/10162/358de08d-e71f-b578-e833-71fec1df75d2"	"https://echa.europa.eu/documents/10162/c2b11ef6-5ca8-ba78-da4b-38baa59ac416""https://echa.europa.eu/documents/10162/e3f5cdaa-1633-1c3e-a50f-9fae7da39104""https://echa.europa.eu/documents/10162/4a628698-2072-0f8c-336e-4a20965aa7a5"	"https://echa.europa.eu/documents/10162/63cd8fa3-4a72-4ddb-b4b0-100ef95048e0"	""	
"Reaction products of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and 4-heptylphenol, branched and linear (RP-HP)"	"with ≥0.1% w/w 4-heptylphenol, branched and linear (4-HPbl)"	"-"	"-"	"Endocrine disrupting properties (Article 57(f) - environment)"	"15-jan-2018"	"https://echa.europa.eu/documents/10162/339e0894-361d-ab6c-615f-7e201376d128"	"https://echa.europa.eu/documents/10162/c8ea7b6a-06bc-eeaf-ae4d-3d980a6078bc"	"https://echa.europa.eu/documents/10162/2064f792-8443-873c-27de-eae18f593b59""https://echa.europa.eu/documents/10162/b33d78f4-946c-1d4d-e923-1ade7869c464"	"https://echa.europa.eu/documents/10162/662821c8-16be-e02e-e52f-6e214b6041d5"	""	
"Formaldehyde, reaction products with branched and linear heptylphenol, carbon disulfide and hydrazine"	""	"300-298-5"	"93925-00-9"	"Endocrine disrupting properties (Article 57(f) - environment)"	"15-jan-2018"	"https://echa.europa.eu/documents/10162/339e0894-361d-ab6c-615f-7e201376d128"	"https://echa.europa.eu/documents/10162/c8ea7b6a-06bc-eeaf-ae4d-3d980a6078bc"	"https://echa.europa.eu/documents/10162/2064f792-8443-873c-27de-eae18f593b59""https://echa.europa.eu/documents/10162/b33d78f4-946c-1d4d-e923-1ade7869c464"	"https://echa.europa.eu/documents/10162/662821c8-16be-e02e-e52f-6e214b6041d5"	""	
"Reaction product of 1,3,4-thiadiazolidine-2,5-dithione, formaldehyde and phenol, heptyl derivs."	""	"-"	"1471311-26-8"	"Endocrine disrupting properties (Article 57(f) - environment)"	"15-jan-2018"	"https://echa.europa.eu/documents/10162/339e0894-361d-ab6c-615f-7e201376d128"	"https://echa.europa.eu/documents/10162/c8ea7b6a-06bc-eeaf-ae4d-3d980a6078bc"	"https://echa.europa.eu/documents/10162/2064f792-8443-873c-27de-eae18f593b59""https://echa.europa.eu/documents/10162/b33d78f4-946c-1d4d-e923-1ade7869c464"	"https://echa.europa.eu/documents/10162/662821c8-16be-e02e-e52f-6e214b6041d5"	""	
