inchikey,substance_name,chemont_label,chemont_labels
YFMFNYKEUDLDTL-UHFFFAOYSA-N,"1,1,1,2,3,3,3-heptafluoropropane",Organofluorides,Organofluorides
YFNCATAIYKQPOO-UHFFFAOYSA-N,Thiophanate (ethyl),Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
YFNKIDBQEZZDLK-UHFFFAOYSA-N,"1,2-bis(2-methoxyethoxy)ethane",Dialkyl ethers,Dialkyl ethers
YFNKIDBQEZZDLK-UHFFFAOYSA-N,"1,2-bis(2-methoxyethoxy)ethane (TEGDME; triglyme)",Dialkyl ethers,Dialkyl ethers
YFNKIDBQEZZDLK-UHFFFAOYSA-N,"1,2-bis(2-methoxyethoxy)ethane; TEGDME; triethylene glycol dimethyl ether; triglyme",Dialkyl ethers,Dialkyl ethers
YFNONBGXNFCTMM-UHFFFAOYSA-N,N-butyl phenyl ether,Phenol ethers,Phenol ethers|Benzenoids|Organic compounds
YFONKFDEZLYQDH-BOURZNODSA-N,Indaziflam,Indanes,Indanes|Benzenoids|Organic compounds
YFONKFDEZLYQDH-BOURZNODSA-N,"N-[(1R,2S)-2,6-dimethyl-2,3-dihydro-1H-inden-1-yl]-6-[(1RS)-1-fluoroethyl]-1,3,5-triazine-2,4-diamine",Indanes,Indanes|Benzenoids|Organic compounds
YFOOEYJGMMJJLS-UHFFFAOYSA-N,"1,8-naphthylenediamine",Naphthalenes,Naphthalenes|Benzenoids|Organic compounds
YFPZYGHCFMOTQL-UHFFFAOYSA-L,Calcium isooctadecanoate,Long-chain fatty acids,Long-chain fatty acids|Fatty acids and conjugates
YFQYJYRFAOGFSJ-UHFFFAOYSA-N,"9-Anthracenecarboxylic acid, (triethoxysilyl)methyl ester",Anthracenecarboxylic acids,Anthracenecarboxylic acids
YFRLQYJXUZRYDN-UHFFFAOYSA-K,Trichloromethylstannane,Metal alkyl halides,Metal alkyl halides
YFRLQYJXUZRYDN-UHFFFAOYSA-K,trichloromethylstannane,Metal alkyl halides,Metal alkyl halides
YFSJZMANJNLCOQ-UHFFFAOYSA-N,3-ethylhexahydro-3-(3-hydroxyphenyl)-1-methyl-2H-azepin-2-one,Caprolactams,Caprolactams
YFSRRLXAGNGNNQ-UHFFFAOYSA-L,"Disodium 3-[[2,2'-dimethyl-4'-[[4-[[(p-tolyl)sulphonyl]oxy]phenyl]azo][1,1'-biphenyl]-4-yl]azo]-4-hydroxynaphthalene-2,7-disulphonate",Benzidines,Benzidines|Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YFSUTJLHUFNCNZ-UHFFFAOYSA-N,perfluorooctane sulfonic acid; heptadecafluorooctane-1-sulfonic acid,Perfluorooctane sulfonic acid and derivatives,Perfluorooctane sulfonic acid and derivatives|Perfluoroalkyl sulfonic acid and derivatives
YFTGUNWFFVDLNM-UHFFFAOYSA-N,"2-Oxo-2,3-dihydro-1H-indol-6-carbonsäuremethylester",Indolecarboxylic acids,Indolecarboxylic acids|Indolecarboxylic acids and derivatives|Indoles and derivatives
YFTHZRPMJXBUME-UHFFFAOYSA-N,Tripropylamine,Trialkylamines,Trialkylamines|Tertiary amines
YFVGRULMIQXYNE-UHFFFAOYSA-M,Lithium dodecyl sulphate,Sulfuric acid monoesters,Sulfuric acid monoesters
YFVOXLJXJBQDEF-UHFFFAOYSA-N,Isocarbophos (ISO: isopropyl O-(methoxyaminothiophosphoryl)salicylate),Benzoic acid esters,Benzoic acid esters|Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YFXPPSKYMBTNAV-UHFFFAOYSA-N,Bensultap,Benzenesulfonyl compounds,Benzenesulfonyl compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
YFXPPSKYMBTNAV-UHFFFAOYSA-N,"bensultap (ISO); 1,3-bis(phenylsulfonylthio)-2-(N,N-dimethylamino)propane",Benzenesulfonyl compounds,Benzenesulfonyl compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
YFYDYMYITUSDEE-WQRHYEAKSA-N,S-2-Benzothiazolyl (Z)-2-(2-aminothiazol-4-yl)-2-acetyloxyiminothioacetate,Benzothiazoles,Benzothiazoles
YFZDPIXYOILDMJ-UHFFFAOYSA-N,"N-(2,4-difluorophenyl)propane-1-sulfonamide",Sulfanilides,Sulfanilides|Benzene and substituted derivatives|Benzenoids|Organic compounds
YFZFPCHXUXSTTM-UHFFFAOYSA-M,Benzyltris(dimethylaminato)phosphorus(1+) chloride,Benzene and substituted derivatives,Benzene and substituted derivatives|Benzenoids|Organic compounds
YGAHEKUSXSJISD-UHFFFAOYSA-N,"4-methyl-5-(2-(1,1,1-trifluoro-2-methylpropan-2-yl)pyridin-4-yl)thiazol-2-amine hydrobromide","2,4,5-trisubstituted thiazoles","2,4,5-trisubstituted thiazoles|Thiazoles"
YGCOKJWKWLYHTG-UHFFFAOYSA-N,"1,3,5-triazine-2,4,6-triyltrinitrilohexamethanol",Dialkylarylamines,Dialkylarylamines|Tertiary alkylarylamines|Tertiary amines
YGEFLWFVJLRJDL-YGRLFVJLSA-N,"[(3R,5R)-5-(2,4-difluorophenyl)-5-(1H-1,2,4-triazol-1-ylmethyl)tetrahydrofuran-3-yl]methanol",Fluorobenzenes,Fluorobenzenes
YGFGZTXGYTUXBA-UHFFFAOYSA-N,"2,6-dimethylhept-5-enal",Medium-chain aldehydes,Medium-chain aldehydes
YGHCWPXPAHSSNA-UHFFFAOYSA-N,Trinickel disulphide,Transition metal sulfides,Transition metal sulfides
YGHCWPXPAHSSNA-UHFFFAOYSA-N,heazlewoodite,Transition metal sulfides,Transition metal sulfides
YGHCWPXPAHSSNA-UHFFFAOYSA-N,trinickel disulfide; nickel subsulfide,Transition metal sulfides,Transition metal sulfides
YGHRJJRRZDOVPD-UHFFFAOYSA-N,Isovaleraldehyde,Alpha-hydrogen aldehydes,Alpha-hydrogen aldehydes
YGHUUVGIRWMJGE-UHFFFAOYSA-N,Chlorodimethylsilane,Organochlorosilanes,Organochlorosilanes|Organoheterosilanes
YGKBBKCXXBMFRQ-UHFFFAOYSA-N,"3-((dimethylamino)methyl)-5-methylhexan-2-one, oxalate",Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
YGLJGOMFUHQSBN-UHFFFAOYSA-N,Triisononylamine,Trialkylamines,Trialkylamines|Tertiary amines
YGLLICRFEVEWOZ-UHFFFAOYSA-L,"Disodium 4,4'-methylenebis[3-hydroxy-2-naphthoate]",Naphthalenecarboxylic acids,Naphthalenecarboxylic acids|Naphthalenecarboxylic acids and derivatives|Naphthalenes|Benzenoids|Organic compounds
YGLMVCVJLXREAK-MTVMDMGHSA-N,Noruron,Monoterpenoids,Monoterpenoids
YGLMVCVJLXREAK-MTVMDMGHSA-N,"noruron (ISO); 1,1-dimethyl-3-(perhydro-4,7-methanoinden-5-yl)urea",Monoterpenoids,Monoterpenoids
YGLPDRIMFIXNBI-UHFFFAOYSA-N,Methyl 2-bromohexanoate,Fatty acid esters,Fatty acid esters
YGMMRWWPNJTWOC-UHFFFAOYSA-K,"1,3-Benzenedisulfonic acid, 4-[[5-(aminocarbonyl)-1-ethyl-1,6-dihydro-2-hydroxy-4-methyl-6-oxo-3-pyridinyl]azo]-6-[[4-[[3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]-4-sulfophenyl]amino]-6-chloro-1,3,5-triazin-2-yl]amino]-, trisodium salt",Benzenesulfonic acids and derivatives,Benzenesulfonic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YGNDWDUEMICDLW-UHFFFAOYSA-N,7-anilino-4-hydroxynaphthalene-2-sulphonic acid,2-naphthalene sulfonates,2-naphthalene sulfonates
YGNISOAUPSJDJE-UHFFFAOYSA-N,"4-bromo-α,α,α-trifluoro-m-toluidine",Trifluoromethylbenzenes,Trifluoromethylbenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YGRFRBUGAPOJDU-UHFFFAOYSA-N,5-[(2-hydroxyethyl)amino]-o-cresol,Ortho cresols,Ortho cresols
YGSDEFSMJLZEOE-UHFFFAOYSA-N,Salicylic acid,Salicylic acids,Salicylic acids
YGSDEFSMJLZEOE-UHFFFAOYSA-N,salicylic acid,Salicylic acids,Salicylic acids
YGSZNSDQUQYJCY-UHFFFAOYSA-L,"Disodium naphthalene-1,5-disulphonate",1-naphthalene sulfonates,1-naphthalene sulfonates
YGUFQYGSBVXPMC-UHFFFAOYSA-N,"4-chloro-2,5-dimethoxyaniline",Dimethoxybenzenes,Dimethoxybenzenes
YGVGITVCEHRBDK-UHFFFAOYSA-N,1-aminocyclopentanecarboxamide,Alpha amino acid amides,Alpha amino acid amides|Alpha amino acids and derivatives
YGWVWXIUXUSKSY-UHFFFAOYSA-N,"2-chloro-4-mesyl-3-[(2,2,2-trifluoro-ethoxy)methyl] benzoyl chloride",2-halobenzoic acids and derivatives,2-halobenzoic acids and derivatives
YGXADLPRHBRTPG-UHFFFAOYSA-N,2-Amino-5-methylthiophene-3-carbonitrile,"2,3,5-trisubstituted thiophenes","2,3,5-trisubstituted thiophenes"
YGXRGSRQYFPNAJ-UHFFFAOYSA-N,"3-Pyridinemethanol, 5-hydroxy-6-methyl-4-[[(2-methylphenyl)imino]methyl]-, α-(dihydrogen phosphate)",Polyhalopyridines,Polyhalopyridines
YGYAWVDWMABLBF-UHFFFAOYSA-N,Phosgene,Halogen oxides,Halogen oxides
YGYAWVDWMABLBF-UHFFFAOYSA-N,carbonyl chloride,Halogen oxides,Halogen oxides
YGYAWVDWMABLBF-UHFFFAOYSA-N,phosgene; carbonyl chloride,Halogen oxides,Halogen oxides
YGYVXAGQLQDNRF-MCDZGGTQSA-N,"Adenosine 5'-(trihydrogen diphosphate), monopotassium salt",Purine ribonucleoside diphosphates,Purine ribonucleoside diphosphates
YGZSVWMBUCGDCV-UHFFFAOYSA-N,Chloro(methyl)silane,Organochlorosilanes,Organochlorosilanes|Organoheterosilanes
YGZSWBAYXOXPKO-UHFFFAOYSA-N,"2-Propylsulfanyl-1H-pyrimidine-4,6-dion",Pyrimidones,Pyrimidones|Pyrimidines and pyrimidine derivatives
YGZZDQOCTFVBFC-UHFFFAOYSA-L,"Disodium 1,5-dihydroxypentane-1,5-disulphonate",Organosulfonic acids,Organosulfonic acids|Organosulfonic acids and derivatives|Organic sulfonic acids and derivatives
YHASWHZGWUONAO-UHFFFAOYSA-N,Butyric anhydride,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
YHASWHZGWUONAO-UHFFFAOYSA-N,butyric anhydride,Dicarboxylic acids and derivatives,Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
YHBBUAULQKLKMW-UHFFFAOYSA-N,"4,6-dinitro-2,1,3-benzoxadiazole 1-oxide",Benzoxadiazoles,Benzoxadiazoles
YHBDIEWMOMLKOO-UHFFFAOYSA-I,Niobium pentachloride,Transition metal chlorides,Transition metal chlorides
YHBWXWLDOKIVCJ-UHFFFAOYSA-N,[2-(2-methoxyethoxy)ethoxy]acetic acid,Carboxylic acids,Carboxylic acids|Carboxylic acids and derivatives
YHCVGGJYRMYIGG-UHFFFAOYSA-N,3-(Dimethylamino)-1-(3-methoxyphenyl)-2-methylpropan-1-one,Alkyl-phenylketones,Alkyl-phenylketones
YHEPZZFDBQOSSN-UHFFFAOYSA-N,"Reaction mass of Bis(1,2,2,6,6-pentamethyl-4-piperidyl) sebacate and Methyl 1,2,2,6,6-pentamethyl-4-piperidyl sebacate",Fatty acid methyl esters,Fatty acid methyl esters|Fatty acid esters
YHGHRIAZABSSGB-DFNIBXOVSA-N,"(1R,3s,5S)-8-benzyl-3-(3-isopropyl-5-methyl-4H-1,2,4-triazol-4-yl)-8-azabicyclo[3.2.1]octane",N-benzylpiperidines,N-benzylpiperidines
YHIYSPGAOWANSA-UHFFFAOYSA-N,2-Chloro-1-methyl-4-(methylsulfonyl)-benzene,Benzenesulfonyl compounds,Benzenesulfonyl compounds|Benzene and substituted derivatives|Benzenoids|Organic compounds
YHJYQOPSLSJYOP-UHFFFAOYSA-N,"N,N,N-triethylethanaminium 1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate",Perfluoroalkyl sulfonic acid and derivatives,Perfluoroalkyl sulfonic acid and derivatives
YHLVIDQQTOMBGN-UHFFFAOYSA-N,methyl prop-2-en-1-yl carbonate,Carbonic acid diesters,Carbonic acid diesters|Organic carbonic acids and derivatives
YHMYGUUIMTVXNW-UHFFFAOYSA-N,Benzimidazole-2-thiol,Benzimidazoles,Benzimidazoles
YHNWUQFTJNJVNU-UHFFFAOYSA-N,Butylethylmagnesium,Hydrocarbon derivatives,Hydrocarbon derivatives|Organic compounds
YHOVYZINCVIRGK-UHFFFAOYSA-N,methyl 4-aminopyridine-2-carboxylate,Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
YHOYYHYBFSYOSQ-UHFFFAOYSA-N,m-toluoyl chloride,Benzoic acids and derivatives,Benzoic acids and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YHQGMYUVUMAZJR-UHFFFAOYSA-N,"p-mentha-1,3-diene",Menthane monoterpenoids,Menthane monoterpenoids|Monoterpenoids
YHQGMYUVUMAZJR-UHFFFAOYSA-N,"p-mentha-1,3-diene; 1-isopropyl-4-methylcyclohexa-1,3-diene; alpha-terpinene",Menthane monoterpenoids,Menthane monoterpenoids|Monoterpenoids
YHQXBTXEYZIYOV-UHFFFAOYSA-N,3-methyl-1-butene,Unsaturated aliphatic hydrocarbons,Unsaturated aliphatic hydrocarbons
YHRUOJUYPBUZOS-UHFFFAOYSA-N,"1,3-dichloropropane",Organochlorides,Organochlorides
YHSOWKGIYXECIF-UHFFFAOYSA-N,3-((4-(bis(2-hydroxyethyl)amino)-2-nitrophenyl)amino)-1-propanol,Nitrobenzenes,Nitrobenzenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YHTLGFCVBKENTE-UHFFFAOYSA-N,Tetrahydro-4-methyl-2H-pyran-2-one,Delta valerolactones,Delta valerolactones|Lactones
YHVVJCQIMRGPPE-UHFFFAOYSA-N,"Bis(4-(1,2-bis(ethoxycarbonyl)ethylamino)-3-methylcyclohexyl)methane",Aspartic acid and derivatives,Aspartic acid and derivatives|Alpha amino acids and derivatives
YHVVJCQIMRGPPE-UHFFFAOYSA-N,"bis(4-(1,2-bis(ethoxycarbonyl)ethylamino)-3-methylcyclohexyl)methane",Aspartic acid and derivatives,Aspartic acid and derivatives|Alpha amino acids and derivatives
YHWCPXVTRSHPNY-UHFFFAOYSA-N,Titanium tetrabutanolate,Organic transition metal salts,Organic transition metal salts|Organic metal salts|Organic salts|Organic compounds
YHWCPXVTRSHPNY-UHFFFAOYSA-N,tetra-n-butyl titanate,Organic transition metal salts,Organic transition metal salts|Organic metal salts|Organic salts|Organic compounds
YHXCWNQNVMAENQ-UHFFFAOYSA-N,"1,1-dimethylethyl 4'-(bromomethyl)biphenyl-2-carboxylate",Biphenyls and derivatives,Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YIBBMDDEXKBIAM-UHFFFAOYSA-M,Potassium O-pentyl dithiocarbonate,Organic alkali metal salts,Organic alkali metal salts|Organic metal salts|Organic salts|Organic compounds
YICRPERKKBDRSP-UHFFFAOYSA-N,Methyl 3-amino-4-methyl-2-thenoate,Thiophene carboxylic acids and derivatives,Thiophene carboxylic acids and derivatives
YIDBZTKQBSDQDX-UHFFFAOYSA-N,"Hydroxyoctadecanoic acid, monoester with glycerol",Long-chain fatty alcohols,Long-chain fatty alcohols|Fatty alcohols
YIDSTEJLDQMWBR-UHFFFAOYSA-N,Dodecyl isocyanate,Isocyanates,Isocyanates|Organonitrogen compounds
YIEDHPBKGZGLIK-UHFFFAOYSA-L,Tetrakis(hydroxymethyl)phosphonium sulphate(2:1),Organic sulfuric acids,Organic sulfuric acids|Organic sulfuric acids and derivatives
YIGYAWHTWIGTAQ-UHFFFAOYSA-N,"3,7-DIMETHYLOCTA-1,6-DIEN-3-YL DIMETHYLCARBAMATE",Acyclic monoterpenoids,Acyclic monoterpenoids|Monoterpenoids
YIIMEMSDCNDGTB-UHFFFAOYSA-N,Dimethylcarbamoyl chloride,Carbamic acid halides,Carbamic acid halides
YIIMEMSDCNDGTB-UHFFFAOYSA-N,dimethylcarbamoyl chloride,Carbamic acid halides,Carbamic acid halides
YIJNRGGQSJNTGE-UHFFFAOYSA-M,"Sodium 2-heptyl-2,3-dihydro-3-(2-hydroxyethyl)-1H-imidazole-1-propionate",Imidazolyl carboxylic acids and derivatives,Imidazolyl carboxylic acids and derivatives
YIJYFLXQHDOQGW-UHFFFAOYSA-N,"(2,4,6-trioxo-1,3,5-triazine-1,3,5(2H,4H,6H)-triyl)tri-2,1-ethanediyl triacrylate",Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives|Carboxylic acids and derivatives
YIJZJEYQBAAWRJ-UHFFFAOYSA-N,Thiazopyr,Pyridinecarboxylic acids,Pyridinecarboxylic acids|Pyridinecarboxylic acids and derivatives|Pyridines and derivatives
YIKWKLYQRFRGPM-UHFFFAOYSA-N,Dodine,Guanidines,Guanidines|Organonitrogen compounds
YIKWKLYQRFRGPM-UHFFFAOYSA-N,dodine (ISO); dodecylguanidinium acetate,Guanidines,Guanidines|Organonitrogen compounds
YIKWKLYQRFRGPM-UHFFFAOYSA-N,dodine(ISO); dodecylguanidinium acetate,Guanidines,Guanidines|Organonitrogen compounds
YIKYNHJUKRTCJL-UHFFFAOYSA-N,2-ethyl-3-hydroxy-4-pyrone,Pyranones and derivatives,Pyranones and derivatives
YIMHRDBSVCPJOV-UHFFFAOYSA-N,2-ethoxy-2′-ethyloxanilide,Alpha amino acid amides,Alpha amino acid amides|Alpha amino acids and derivatives
YIMHRDBSVCPJOV-UHFFFAOYSA-N,N-(2-ethoxyphenyl)-N'-(2-ethylphenyl)oxamide,Alpha amino acid amides,Alpha amino acid amides|Alpha amino acids and derivatives
YIMQCDZDWXUDCA-UHFFFAOYSA-N,"1,4-bis(hydroxymethyl)cyclohexane",Primary alcohols,Primary alcohols
YIMQCDZDWXUDCA-UHFFFAOYSA-N,"Cyclohex-1,4-ylenedimethanol",Primary alcohols,Primary alcohols
YINGOXPFQFTXIX-UHFFFAOYSA-N,"1,1-dimethoxy-2-methylpropane",Acetals,Acetals
YIOCQGHBBNGBND-UHFFFAOYSA-N,"Sodium 1-(3,4-dihydro-6-methyl-2,4-dioxo-2H-pyran-3-ylidene)ethanolate",Aryl alkyl ketones,Aryl alkyl ketones|Aryl ketones|Ketones|Carbonyl compounds|Organooxygen compounds
YIOCQGHBBNGBND-UHFFFAOYSA-N,"sodium 1-(3,4-dihydro-6-methyl-2,4-dioxo-2H-pyran-3-ylidene)ethonolate; sodium dehydracetate",Aryl alkyl ketones,Aryl alkyl ketones|Aryl ketones|Ketones|Carbonyl compounds|Organooxygen compounds
YIQKLZYTHXTDDT-UHFFFAOYSA-H,"Hexasodium 7,7'-(carbonyldiimino)bis[4-hydroxy-3-[[2-sulphonato-4-[(4-sulphonatophenyl)azo]phenyl]azo]naphthalene-2-sulphonate]",2-naphthalene sulfonates,2-naphthalene sulfonates
YIROYDNZEPTFOL-UHFFFAOYSA-N,"5,5-dimethylhydantoin",Hydantoins,Hydantoins
YIVJZNGAASQVEM-UHFFFAOYSA-N,Dilauroyl peroxide,Diacyl peroxides,Diacyl peroxides|Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
YIVJZNGAASQVEM-UHFFFAOYSA-N,dilauroyl peroxide,Diacyl peroxides,Diacyl peroxides|Dicarboxylic acids and derivatives|Carboxylic acids and derivatives
YIVXMZJTEQBPQO-UHFFFAOYSA-N,"2,4-DB",Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
YIVXMZJTEQBPQO-UHFFFAOYSA-N,"2,4-DB (ISO); 4-(2,4-dichlorophenoxy)butyric acid",Dichlorobenzenes,Dichlorobenzenes|Chlorobenzenes
YIWADXQWNRTSFS-UHFFFAOYSA-N,Pullulanase,Wax monoesters,Wax monoesters
YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-ethyl-1-hexanol,Fatty alcohols,Fatty alcohols
YIWUKEYIRIRTPP-UHFFFAOYSA-N,2-ethylhexan-1-ol,Fatty alcohols,Fatty alcohols
YIXIVOYGLPFDCY-UHFFFAOYSA-N,"Bis(p-aminophenyl)-4-methylenecyclohexa-2,5-dienylideneammonium acetate",Diphenylmethanes,Diphenylmethanes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YIXJRHPUWRPCBB-UHFFFAOYSA-N,Magnesium nitrate,Alkaline earth metal nitrates,Alkaline earth metal nitrates
YIYARJKYRBMMJG-UHFFFAOYSA-N,(2-butyl-5-nitrobenzofuran-3-yl)[4-(3-dibutylaminopropoxy)phenyl]methanone,Aryl-phenylketones,Aryl-phenylketones
YJCCKJOGVKKKIH-UHFFFAOYSA-N,"1,3-diethyl-2,4-diisocyanato-5-methylbenzene",Toluene diisocyanates,Toluene diisocyanates|Toluenes|Benzene and substituted derivatives|Benzenoids|Organic compounds
YJDLJNAWLBVIRF-AEGPPILISA-N,"tert-Butyl [(1R,2S,5S)-2-[[2-[(5-chloropyridin-2-yl)amino]-2-oxoacetyl]amino]-5-(dimethylaminocarbonyl)cyclohexyl]carbamate",Gamma amino acids and derivatives,Gamma amino acids and derivatives
YJEMGEBDXDPBSP-UHFFFAOYSA-N,2-bromo-4-chloro-1-methoxy-benzene,Anisoles,Anisoles|Phenol ethers|Benzenoids|Organic compounds
YJFFKFKKYZPXME-UHFFFAOYSA-N,"4-hydroxy-7-(2-aminoethyl)-1,3-benzothiazol-2(3H)-one hydrochloride",Benzothiazoles,Benzothiazoles
YJFFKFKKYZPXME-UHFFFAOYSA-N,AR-C65691AA,Benzothiazoles,Benzothiazoles
YJGGCARNRYGSPA-IPZCTEOASA-N,"(E)-1,4,5,6-tetrahydro-1-methyl-2-[2-(2-thienyl)vinyl]pyrimidine citrate (1:1)",Tricarboxylic acids and derivatives,Tricarboxylic acids and derivatives|Carboxylic acids and derivatives
YJGHMLJGPSVSLF-UHFFFAOYSA-N,"caprylic acid, diester with triethyleneglycol",Fatty acid esters,Fatty acid esters
YJHDFAAFYNRKQE-YHPRVSEPSA-L,"Disodium 4,4'-bis[6-anilino-[4-[bis(2-hydroxyethyl)amino]-1,3,5-triazin-2-yl]amino]stilbene-2,2'-disulphonate",Sulfonated stilbenes,Sulfonated stilbenes|Stilbenes
YJHGEYXLMLMFCF-UHFFFAOYSA-N,"p-[2-(3,4-dihydro-7-methoxy-4,4-dimethyl-1,3-dioxo-2(1H)-isoquinolyl)ethyl]benzenesulphonamide","1,3-isoquinolinediones","1,3-isoquinolinediones|Isoquinolines and derivatives"
YJINNJOMTOJZBH-UHFFFAOYSA-N,2-chloro-9-[3-(dimethylamino)propyl]thioxanthen-9-ol,Thioxanthenes,Thioxanthenes
YJINQJFQLQIYHX-PLNGDYQASA-N,(Z)-11-Tetradecen-1-yl acetate (SCLP Acetates),Fatty alcohol esters,Fatty alcohol esters
YJINQJFQLQIYHX-PLNGDYQASA-N,(Z)-tetradec-11-enyl acetate,Fatty alcohol esters,Fatty alcohol esters
YJINQJFQLQIYHX-SNAWJCMRSA-N,(E)-11-Tetradecen-1-yl acetate (SCLP Acetates),Fatty alcohol esters,Fatty alcohol esters
YJINQJFQLQIYHX-SNAWJCMRSA-N,(E)-tetradec-11-enyl acetate,Fatty alcohol esters,Fatty alcohol esters
YJJLIIMRHGRCFM-UHFFFAOYSA-N,Ethyl 7-chloro-2-oxoheptanoate,Fatty acid esters,Fatty acid esters
YJKIALIXRCSISK-UHFFFAOYSA-N,chlorfenprop-methyl; methyl 2-chloro-3-(4-chlorophenyl)propionate,Chlorobenzenes,Chlorobenzenes
YJNALOLHXQQOIK-UHFFFAOYSA-N,"O,O-di-sec-butyl hydrogen dithiophosphate","Phosphorodithioic acid O,O-diesters","Phosphorodithioic acid O,O-diesters|Dithiophosphate O-esters"
YJNUXGPXJFAUQJ-LYWANRAQSA-N,"(3S, 6R, 9S, 12R, 15S, 18R, 21S, 24R)-6,18-dibenzyl-3,9,15,21-tetraisobutyl-4,10,12,16,22,24-hexamethyl-1,7,13,19-tetraoxa-4,10,16,22-tetraazacyclo-tetracosane-2,5,8,11,14,17,20,23-octaone",Cyclic depsipeptides,Cyclic depsipeptides
YJNUXGPXJFAUQJ-LYWANRAQSA-N,"(3S,6R,9S,12R,15S,18R,21S,24R)-6,18-Dibenzyl-3,9,15,21-tetraisobutyl-4,10,12,16,22,24-hexamethyl-1,7,13,19-tetraoxa-4,10,16,22-tetraazacyclo-tetracosane-2,5,8,11,14,17,20,23-octaone",Cyclic depsipeptides,Cyclic depsipeptides
YJOGCMRDEUBRJD-ONEGZZNKSA-N,[No public or meaningful name is available],Thioenol ethers,Thioenol ethers
YJOJMHVTEACTIC-UHFFFAOYSA-N,Methyl 2-hydroxy-2-(1-oxo-2-propenylamino)acetate,N-acyl-alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives|Alpha amino acids and derivatives
YJOJMHVTEACTIC-UHFFFAOYSA-N,"methyl acrylamidoglycolate (containing ≥ 0,1 % acrylamide)",N-acyl-alpha amino acids and derivatives,N-acyl-alpha amino acids and derivatives|Alpha amino acids and derivatives
YJRJYYPXNAHNMD-LILSUDLASA-N,"(3S,4aS,8aS)-2-[(2R,3S)-3-amino-2-hydroxy-4-phenylbutyl]-N-tert-butyldecahydroisoquinoline-3-carboxamide",Alpha amino acid amides,Alpha amino acid amides|Alpha amino acids and derivatives
YJSUCBQWLKRPDL-UHFFFAOYSA-N,"2,4,6-trimethylcyclohex-3-enecarbaldehyde",Organic oxides,Organic oxides
YJTIFIMHZHDNQZ-UHFFFAOYSA-N,2-[2-(2-methylpropoxy)ethoxy]ethanol,Dialkyl ethers,Dialkyl ethers
YJTKZCDBKVTVBY-UHFFFAOYSA-N,Terphenyl,M-terphenyls,M-terphenyls
YJUHXJQZJUQYJJ-UHFFFAOYSA-N,"1,1'-Biphenyl, 4-[difluoro(3,4,5-trifluorophenoxy)methyl]-3,5-difluoro-4'-propyl-",Biphenyls and derivatives,Biphenyls and derivatives|Benzene and substituted derivatives|Benzenoids|Organic compounds
YJVFFLUZDVXJQI-UHFFFAOYSA-L,Palladium(II) acetate,Carboxylic acids,Carboxylic acids|Carboxylic acids and derivatives
YJVFSITVRZYTHO-QURGRASLSA-N,"Ethanamine, 2-(4-(1,2-diphenyl-1-butenyl)phenoxy)-N,N-dimethyl-, (Z)-, 2-hydroxy- 1,2,3-propanetricarboxylate (1:1)",Stilbenes,Stilbenes
YJVLDTISLGRQTJ-DVWBNXDFSA-N,"(1R,3S,7R,8R,10R,13R)-5,5,7,9,9,13-hexamethyl-4,6-dioxatetracyclo[6.5.1.01,10.03,7]tetradecane",Cedrane and isocedrane sesquiterpenoids,Cedrane and isocedrane sesquiterpenoids|Sesquiterpenoids
YJVLDTISLGRQTJ-KPFXUCSBSA-N,"(4aR,5R,7aS,9R)-Octahydro-2,2,5,8,8,9a-hexamethyl-4H-4a,9-methanozuleno[5,6-d]-1,3 -dioxole",Cedrane and isocedrane sesquiterpenoids,Cedrane and isocedrane sesquiterpenoids|Sesquiterpenoids
YJVUGDIORBKPLC-UHFFFAOYSA-N,Terbium trinitrate,Lanthanide nitrates,Lanthanide nitrates
YJWUCTSBPRQAID-UHFFFAOYSA-N,Potassium 2-chloro-3-(benzyloxy)propionate,Benzylethers,Benzylethers|Benzene and substituted derivatives|Benzenoids|Organic compounds
