substance_name,entity_type,matchable,is_group,equivalent_node,equivalent_level,relationship_type,confidence,emb_match,emb_score,emb_agrees
BMS 205786-01,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Tall oil, reaction products with ethanolamine",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Alkenes, C8-10, C9-rich",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Alkane-alpha,omega-diyl bis{[(trimethoxysilyl)propyl]carbamate}_M3",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Flue dust, zinc-refining",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Isoundecanoic acid, lead(2+) salt, basic",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Generic name,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Products of roasting of ""slags, steelmaking, vanadium""",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Fermentation products of sucrose with a funghi strain followed by extraction with ethyl acetate,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
E. coli fusion protein SAR342434,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"cis-endo-bicyclo[2.2.1]heptane- 2,3-dicarboxylic acid, salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
salts of benzidine,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
methyl 2-((benzyloxy)methyl)-4-bromo-1H-benzo[d]imidazole-6-carboxylate methanesulfonate,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"1,3-Benzenediamine, coupled with diazotized m-phenylenediamine, acetates",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"glycerol monooleate, ester with ascorbic acid",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Formic acid, manufacture of, by-products from",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Reaction products of condensation between disodium 4,4'-dinitrostilbene-2,2'-disulfonate and 4'-aminoazobenzene-4-sulphonic acid, sodium salts",Unclassified,TRUE,FALSE,NA,NA,NA,medium,NA,NA,FALSE
"Reaction products of diazotised Benzenesulfonic acid, 2-amino-5-[(2-hydroxyethyl)sulfonyl]- , subsequently coupled with 3,5-Diaminobenzoic acid, further coupled with diazotised Ethanol, 2-[(4-aminophenyl)sulfonyl]-, 1-(hydrogen sulfate), sodium salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Polyphosphoric acids, esters with castor oil",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-(1-methylethoxy)propyl]amino]sulfonyl derivs.",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Doped Zinc Niobium Oxide,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
FM-162,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"aluminium fibres, flakes and powders",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"trisodium ({3-[(carboxylatomethyl)amino]propyl}{3-[(carboxylatomethyl)(C16-18, C18 unsat alkyl)amino]propyl}amino)acetate",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
P-[2-[[4-[(3-Chloro-4-fluorophenyl)amino]-7-[[(3S)-tetrahydro-3-furanyl]oxy]-6-quinazolinyl]amino]-2-oxoethyl]-phosphoric acid diethyl ester,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
VITAL ET trade mark,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"4-amino-5-hydroxy-3-[4-(vinylsulphonyl) phenylazo]-6- (2-sulpho-5-[4-(vinylsulphonyl) butanamido] phenylazo) (naphthalene-2,7-disulphonic acid, trisodium salt.",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"(S)-tert.-Butyl-[2-(aminoethoxy)-[1,2]oxaborolan-4-yl]acetate",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Resin acids and Rosin acids, dimers, calcium zinc",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Lavender, Lavandula hybrida, ext.",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"9,9-Bis[3-phenyl-4-(2-hydroxyethoxy)phenyl]fluorene",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Bis(C12-15-alkyl) carbonate,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, C18-unsatd., dimers",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Alcohols, C12-13-branched and linear",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"2,20:3,19-Dimethano-2,3,4a,5a,6a,7a,8a,9a,10a,11a, 12a,13a,14a,15a,16a,17a,19 ,20,21a,22a,23a,24a,25a,26a,27a,28a,29a,30a,31a,32a,33a,34a-dotriacontaazabispentaleno [1''',6''':5'',6'',7''] cycloocta[1'',2'',3'':3'',4'']pentaleno[1'',6'':5',6',7']cycloocta[1',2',3':3',4']pentaleno[1',6':5,6,7]cycloocta[1,2,3-gh:1',2',3'-g'h']cycloocta[1,2,3-cd:5,6,7-c'd']dipentalene-1,4,6,8,10,12,14,16,18,21,23,25,27,29,31,33-hexadecone, hexadecahydro-, stereoisomer,2,18:3,17-Dimethano-2,3, ,4a,5a,6a,7a,8a,9a,10a,11a,12a,13a,14a,15a,17,18,19a, 20a,21a,22a,23a,24a, 25a,26a,27a,28a,29a,30a-octacosaazabispentaleno[1''',6''':5'',6'',7'']cycloocta [1'',2'',3'':3'',4''] pentaleno[1'',6'':5',6',7']cycloocta[1',2',3':3',4']pentaleno[1',6':5,6,7]cycloocta[1,2,3-cd:1',2',3'-gh]pentalene-1,4,6,8,10,12,14,16,19,21,23,25,27,29-tetradecone, tetradecahydro-, stereoisomer, 1H,4H,12H,15H-2,14:3,13-Dimethano-5H,6H,7H,8H,9H,10H,11H,16H,17H,18H,19H,20H,21H,22H-2,3,4a,5a,6a,7a,8a,9a,10a,11a,13,14,15a,16a,17a,18a,19a,20a,21a,22a-eicosaazabispentaleno [1'',6'':5',6',7']cycloocta[1',2',3':3',4']pentaleno[1',6':5,6,7]cycloocta[1,2,3-cd:1',2',3'-gh]pentalene-1,4,6,8,10,12,15,17,19,21-decone, decahydro-, stereoisomer",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Leach residues, cadmium-refining",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Tar acids,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Glycerides, mixed coco, decanoyl and octanoyl",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"(1,5-cyclooctadiene)(2,4-pentanedionato)rhodium(I)",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"methallylsulfonic acid, salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"6-oxo- 6H‒Dibenz[c, e] [1, 2] oxaphosphorin 6-alkyl derivative",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
N-alkylester of substituted diazo aryl amine,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
MEXORYL SAO,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"[x·sodium, y·lithium, x+y=3] 4-amino-3[[4-[[4-[(2-amino-4-hydroxyphenyl)diazenyl]phenyl]amino]-3-sulfonato phenyl]diazenyl]-5-hydroxy-6-(phenydiazenyl)naphthalene-2,7-disulfonat, mixture of isomers",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzene, dimethyl-, mono C14-16 (even numbered) sec alkyl derivs.",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Antoferine,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
ALAKANE 6,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"lanthanum, lithium and zirconium containing amorphous frits",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"2',7'-ditert-butyl-2-(4-chlorophenyl)-9,9'-spirobi[fluorene]",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Cobalt, borate propionate complexes",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
CROMOPHTAL DPP RED TFP,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"1,3,5-Triazine-2,4,6-triamine, deammoniated",CAS without structure,TRUE,NA,NA,NA,NA,low,"1,3,5-triazine-2,4-diamines",0.8429387979106526,FALSE
Verticillium albo-atrum (formerly Verticillium dahliae) strain WCS850,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
CW702R (CuZn20Al2As),Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Addition product of dehydrated castor oil, linseed oil and maleic anhydride",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"copper(II) 3,3',3'',3'''-(29H,31H-phthalocyanine-2(or 3),9(or 10),16(or 17),23(or 24)-tetrayltetrasulfonyl)tetrapropane-1-sulfonate and its amides with (2-hydroxypropyl)amine, sodium salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Petrolatum,Mixture,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Chrome tin orchid cassiterite,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
A-Stage E,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
PAC-5M,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Carboxylic acids, C5-9, triesters with 2-ethyl-2-(hydroxymethyl)propane-1,3-diol",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Sulfuric acid, mono (C12-13-branched and linear alkyl) esters, sodium salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Zinc sulfide (ZnS), copper and nickel and silver-doped",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Hydrocarbons, C3-4",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Octanoic acid, mixed tetraesters with 2-ethylhexanoic acid, heptanoic acid and pentaerythritol",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Tetraiodide diammonium cadmium,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Arsenous acid, gallium salt (1:1)",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Inorganic residual from kraft or soda pulping separated from green liquor in the chemical recovery cycle.,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
(E)-2-(((4-bromobut-2-en-1-yl)oxy)methyl)-1-(2-chlorethoxy)-4-nitrobenzene,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"α-d-Glucopyranoside, β-d-fructofuranosyl, mono- and didodecanoate esters",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Octadecanoic acid, lead(2+) salt, tribasic",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"UK-294,312",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"(Z,Z)-3,13-Octadecadien-1-yl acetate (SCLP Acetates)",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Resin acids and Rosin acids, maleated, calcium salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Resinoid of Boswellia serrata (Burseraceae) obtained from exudate by hexane extraction,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
K 407,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"2,2,6,6-tetrakis(tetradecanoyloxymethyl)-4-oxa-heptane-1,7-diyl ditetradecanoate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
Active chlorine generated from sodium chloride by electrolysis’,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"{1-(ETHYLSULFONYL)-3-[4-(4,4,5,5-TETRAMETHYL-1,3,2-DIOXABOROLAN-2-YL)-1H-PYRAZOL-1-YL]AZETIDIN-3-YL}ACETONITRILE",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Leptospermum scoparium branch/leaf oil,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
XC96-A0575,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, C18 unsaturated, ethyl + methyl esters",Unclassified,TRUE,NA,NA,NA,NA,low,Fatty acid methyl esters,0.8330336100477473,FALSE
"Reaction products of diazotized 3-amino-4-hydroxybenzenesulphonic acid with 2,5-dimethoxyaniline, subsequently condensed with 4,4'-dinitrostilbene-2,2'-disulphonic acid, sodium salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
α-(1→2) branching sucrase,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, tall-oil, compds. with ethanolamine",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.0^{1,6}]undec-5-en-4-one",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
isobutylene-butene copolymer,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"tetrasodium 2-(6-chloro-4-(4-(2,5-dimethyl-4-(2,5-disulphonatophenylazo)phenylazo)-3-ureidoanilino)-1,3,5-triazin-2-ylamino)benzene-1,4-disulphonate",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Sodium cobalt tetracarbonyl,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Low boiling point hydrogen treated naphtha|Hydrocarbons, C<sub>6-11</sub>, hydrotreated, dearomatized|[A complex combination of hydrocarbons obtained as solvents which have been subjected to hydrotreatment in order to convert aromatics to naphthenes by ca",Mixture,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"1-Naphthalenesulfonic acid, 2-[[4,5-dihydro-3-methyl-5-oxo-1-(3-sulfophenyl)-1H-pyrazol-4-yl]azo]-, strontium salt (1:1)",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fats and Glyceridic oils, vegetable, winterized, reaction products with ammonia-ethanolamine reaction products",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Poly[(tricyclo[5.2.1.0(2,6)]decane-3,5-diylethylene)-co-(bicyclo[3.3.0]octane-2,4-diylethylene)-co-(tricyclo[6.4.0.0(2,6)]dodecane-3,5-diethylene)]",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Arabinofuranosidase, α-l-",CAS without structure,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
(η-cumene)-(η-cyclopentadienyl)iron(II) hexafluoroantimonate,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"2-[(8-amino-7-{[4-substituted-2-sulfonatophenyl]diazenyl}-1-hydroxy-3,6-disulfonaphthalen-2-yl)diazenyl]-4-[(4-chloro-6-{[3-(substituted)phenyl](ethyl)amino}-heteromonocycl-2-yl)amino]arylsulfonic acid, potassium and sodium salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
substituted alkylalkanoate,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Onion extract,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Formaldehyde, telomer with 1,3-benzenedimethanamine, 1,3-benzenediol and ethenylbenzene",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Butanedioic acid, 2(or 3)-sulfo-, 4-[2-[(1-oxododecyl)amino]ethyl] ester, sodium salt",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, tall oil, reaction products with glycidyl neodecanoate",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
esters of glycerol with behenic and arachidic acids,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Se-Te-Concentrate,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"1-Propanaminium, N-(3-aminopropyl)-2-hydroxy-N,N-dimethyl-3-sulfo-, N-(C8-18(even numbered) acyl) derivs., hydroxides, inner salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"siloxanes, with one hydrogen atom and one methyl group to each silicon atom",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
NPB-9-240,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"3-[(4-amino-2-methylpyrimidin-5-yl)methyl]-5-(2-hydroxyethyl)-4-methyl-1,3-thiazol-3-ium sulfate",Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
T-493,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Organostannic compounds,Substance group,TRUE,NA,NA,NA,NA,low,Organoarsenic compounds,0.8151649423067925,FALSE
Dore,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Benzenesulfonic acid, 4-C10-13-sec-alkyl derivs., ammonium salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Nickel, naphthenate neodecanoate complexes",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, peanut-oil, cadmium salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Benzene, mono-C10-13-alkyl derivs., distn. residues",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Germanium hydroxide oxides, calcium sulfate, calcium carbonate, iron sulfide and amorphous silica, recovery products from germanium refining",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, C16-18 and C18-unsatd., branched and linear",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Reaction products of [2-(aminobenzylidene)substituted]-sulfobenzoic acid, diazotized potassium hydrogen amino-2-hydroxy-5-{[2-(sulfonatooxy)ethoxy]sulfonyl}benzenesulfonate, copper(2+) sulfate, disodium carbonate, and sodium hydroxide",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Plant oils / Spear mint oil,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Caramel (color),CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"sulfurous acid, monosodium salt, polymer with formaldehyde and 1,3,5-triazine-2,4,6-triamine",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"castor oil and its dehydration, hydrogenation and/or condensation products with adipic, sebacic and phthalic acids",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Glycine max. (L.) Merr. (Fabacee) aqueous alcoholic ext., concentrate by sequential extractions and filtration",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Benzenepropanoic acid, α-[2-(dimethylamino)ethyl]- hydrochloride",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
SCH 530348-HB,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"polyester of adipic acid with 1,3-butanediol, 1,2-propanediol and 2-ethyl-1-hexanol",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Reaction products of fatty acids, C12 alkyl and triglycerides, C18 (unsaturated) alkyl with 2-(2-aminoethylamino)ethanol and sodium chloroacetate",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Essential oil of Boswellia carterii (Burseraceae) obtained from gum by distillation,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"amines, coco alkyldimethyl, N-oxides",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Deoxyribose-phosphate aldolase EC 4.1.2.4.,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
CHEMICAL 10099739,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
PIGMENT YELLOW FC 26290,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Manganese alumina pink corundum,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, C16-18 and C18-unsatd., Me esters, distn. residues",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
HS 2046,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Corsair Resin 5,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"(3-((6-Chlorohexyl)thio)propyl)triethoxysilane and Hexamethylen-1,6-dithio-bis((3-triethoxysilyl) propane)",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Acetyl-L-citrullyl-L-arginine,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, C4-20-branched, lead salts",CAS without structure,TRUE,TRUE,Organic lead salts,subclass,subset,medium,NA,NA,FALSE
trimethylolpropane trimethacrylate-methyl methacrylate copolymer,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
melamine resins modified with butyl alcohol,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Calcium Manganese Titanium oxide,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Formula 1a:Trisodium {1-(2-carboxylato-kO-5-sulfonatophenyl)-5-[3-(2,6-difluoropyrimidin-4-ylamino)-2-olato-kO-5-sulfonatophenyl]-3-phenylformazan-5-ido-k2N1,N5}cuprate(II)Formula 2a:Trisodium {1-(2-carboxylato-kO-5-sulfonatophenyl)-5-[3-(4,6-difluoropyrimidin-2-ylamino)-2-olato-kO-5-sulfonatophenyl]-3-phenylformazan-5-ido-k2N1,N5}cuprate(II)",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Phosphonic acid, (4-morpholinylmethylene)bis-, tetraethyl ester",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
RMS-019,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Polymer of 1,3-dibromopropane and N,N-diethyl-N',N'-dimethyl-1,3-propanediamine",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, tall-oil, reaction products with maleic anhydride and triethylenetetramine",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"(S)-3-(1-Oxo-5-(piperazin-1-yl)isoindolin-2-yl)piperidine-2,6-dione, ((1R,4R)-7,7-dimethyl-2-oxobicyclo[2.2.1]heptan-1-yl)methanesulfonate",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Naphthenic acids, copper salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids C16-18 (even numbered), mono, di and tri esters with sucrose",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"N-dodecyl-beta-alanine - 2,2',2''-nitrilotriethanol (1:1)",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
organopolysiloxanes with vinyl groups attached to the silicon atom,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"titanium, iron, aluminium oxide",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
1-(2-hydroxymethylphenyl)-2-phenyl-4-methylpiperazine,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
KAN 650604,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Ashes (residues), rice husk",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Grounding oil,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"fatty acids, C18-unsatd., dimers, reaction products with 1-piperazineethanamine and tall oil",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"(E)-2-Methyl-6-methylene-3,7-octadien-2-ol (isomyrcenol)",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Phenol, dodecyl-, sulfurized, calcium salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Golden Yellow Continuous,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
N-[[-2[[[(4-Aminoiminomethyl)phenyl]amino]methyl]-1-methyl-1H-benzimidazol-5-yl]carbonyl]-N-2-pyridinyl-beta-alaninethylester p-toluolsulfonat,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Epoxy Resin T1600,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
LUMILUX ROT CD 360,Unclassified,TRUE,FALSE,NA,NA,NA,high,NA,NA,FALSE
"Benzenesulfonic acid, mono and di-alkylation products with C16-20 (even numbered branched and linear) olefins, calcium salts",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Acetic acid, oxo-, sodium salt, reaction products with ethylenediamine and phenol, iron sodium salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"2-hydroxy-1,2,3-propanetricarboxylic acid, N,N,N-triethylethanaminium titanium(4+) salt",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, C8-18 and C18-unsatd., reaction products with diethanolamine and propylene oxide",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, palm-oil, hydrogenated",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"3-Acetoxy-17,17-(2,2-dimethyltrimethylenedioxy)androst-3,5-diene",Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Arsenic acid (H3AsO4), copper(2+) salt (1:1), sesquihydrate",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Tar, brown-coal, low-temp.|[A tar obtained from low temperature carbonization and low temperature gasification of brown coal. Composed primarily of aliphatic, naphthenic and cyclic aromatic hydrocarbons, heteroaromatic hydrocarbons and cyclic phenols.]",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
Man-made vitreous (silicate) fibres with random orientation with alkaline oxide and alkali earth oxide (Na2O+K2O+CaO+ MgO+BaO) content greater than 18 % by weight,Unclassified,TRUE,TRUE,NA,NA,broader,high,NA,NA,FALSE
"Naphthenic acids, potassium salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
salts of aniline,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
TMCH,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
[2-(1H-TETRAZOL-5-YL)PHENYL]BORONIC ACID DIHYDRATE,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Fatty acids, tall-oil, reaction products with diethylenetriamine",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
4-[2-(methoxymethyl)-3-methyl-1-methylene-but-2-enyl]-1H-tetrazol-5-one,CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
"Polyphosphoric acids, esters with triethanolamine, sodium salts",CAS without structure,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
1-benzyl-1 H-indazole-3-carboxylic acid isobutyl ester,Unclassified,TRUE,NA,NA,NA,NA,low,NA,NA,FALSE
