substance_name,substance_uri,predicate,equivalent_node,chemont_uri,relationship_type,equivalent_level,confidence,entity_type
"N-(2-hydroxyethyl)-N,N-dimethyl alkyl-C12-14-(even numbered)-1-aminium chloride",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e1c4f3f70793eb0234992089058dc691,skos:broadMatch,Quaternary ammonium salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000503,subset,subclass,high,Unclassified
"Amides, C18 (unsaturated)",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0558e2a4ca3aea1bfb150faa2707353d,skos:broadMatch,Fatty amides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000331,subset,subclass,high,Unclassified
"Glycerides, C18-36",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/5780a3be078be485da5fdbcf24d8bc3c,skos:broadMatch,Glycerolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000175,subset,class,high,CAS without structure
"Nickel, [29H,31H-phthalocyaninato(2-)-κN29,κN30,κN31,κN32]-, sulfo [[4-[[2-(sulfooxy)ethyl]sulfonyl]phenyl]amino]sulfonyl derivs., potassium sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/93c3da2e111281fedde17506901ed747,skos:broadMatch,Phthalocyanines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004188,subset,subclass,high,CAS without structure
"Nickel, [29H,31H-phthalocyaninato(2-)-[?]N29,[?]N30,[?]N31,[?]N32]-, [[3-[(5-chloro-6-fluoro-4-pyrimidinyl)amino]phenyl]amino]sulfonyl sulfo derivs., sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9f97c5596dee4e698e2493f47b1956ad,skos:broadMatch,Phthalocyanines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004188,subset,subclass,high,CAS without structure
Tributyltin Compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/7b04b93b7074c33dc2adcfeb51eee90e,skos:broadMatch,Triorganotin compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004066,subset,subclass,high,Substance group
Benzidine and its salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/8b5f5043a87e4115bd98a5c6d1223205,skos:broadMatch,Benzidines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003955,subset,subclass,high,Substance group
"phenols, styrenated",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9ff7d3385739b4f6ed3b78131c5534aa,skos:broadMatch,Phenols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000134,subset,class,high,CAS without structure
"Alkenes, C11-12",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/d332108c12e1290050105c3f5c387c99,skos:broadMatch,Alkenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002501,subset,subclass,high,Unclassified
"Nitriles, C16-22",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/52b2ac8282666ea2ba701eb424bdbc8d,skos:broadMatch,Nitriles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000362,subset,subclass,high,CAS without structure
"Nickel, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-[(5-chloro-2,6-difluoro-4-pyrimidinyl)amino]phenyl]amino]sulfonyl sulfo derivs., sodium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/f9729bde07a4f56f961057a344d12045,skos:broadMatch,Phthalocyanines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004188,subset,subclass,high,CAS without structure
"1,2-Benzenedicarboxylic acid, di-C6-8-branched alkyl esters, C7-rich",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/3547b19db71e0c16c4acd86dbfe11d07,skos:broadMatch,Phthalate esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004009,subset,direct_parent,high,CAS without structure
"Chromium (VI) compounds, with the exception of barium chromate and of compounds specified elsewhere in this Annex",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e18d09bbd042293d4921de5c3c685295,skos:broadMatch,Inorganic chromium (VI) compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004074,subset,class,high,Unclassified
"Poly(oxy-1,2-ethanediyl),α-hydro-ω-hydroxy- Ethane-1,2-diol, ethoxylated",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/1555b0cdb9ad4e117013b4accabe735f,skos:exactMatch,Polyethylene glycols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003338,exact,direct_parent,high,CAS without structure
"Fatty acids, C16-18 and C18-unsatd., esters with propylene glycol",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/39c519e52089b5800ac635262f9759fe,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
Polychlorinated terphenyls (PCTs),https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/67be46ccf30ccae4e0999fed3c2afb58,skos:broadMatch,Terphenyls,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002042,subset,subclass,high,Unclassified
"Fatty acids, C16 and C18-unsaturated, benzyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/28ad437fa57d27eb5077f3d2d1f8a852,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,Unclassified
"Fatty acids, C6-18, 2,2-dimethyl-1,3-propanediyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/5455e21a3e0103383483b903624e1fd6,skos:broadMatch,Fatty acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000324,subset,subclass,high,CAS without structure
palmkernel oil fatty acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9cc7cbf58cf0fbc8763f5edcbf14f57f,skos:broadMatch,Fatty acids and conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000262,subset,subclass,high,Unclassified
"Copper, [29H,31H-phthalocyaninato(2-)-N29,N30,N31,N32]-, [[3-(dimethylamino)propyl]amino]sulfonyl derivs., acetates",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/e29c8a78d0db59171f1844526c618064,skos:broadMatch,Phthalocyanines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004188,subset,subclass,high,CAS without structure
"Hydrocarbons of plastic waste origin obtained through thermolysis and thermosynthesis, C20 – C44 linear alkanes, branched alkanes and alkenes",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/ecd4f46ac0598a7550460278cce106fe,skos:broadMatch,Hydrocarbons,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002837,subset,superclass,high,Unclassified
"Rhamnolipids: fermentation products of glucose with Pseudomonas putida, Pseudomonacae, partially neutralized, potassium salts",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/655eaf9d94170bb50dac62391eb6d8a5,skos:broadMatch,Rhamnolipids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001765,subset,subclass,high,Unclassified
"Phosphoric acid, mono- and di-C11-14 (linear and branched) alkyl esters",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/9f66cad8ab5c47ba952b48056396afca,skos:broadMatch,Alkyl phosphates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003457,subset,direct_parent,high,CAS without structure
xylene,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/53ce4a4fef75ca681e4620dec84fe711,skos:exactMatch,Xylenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004208,exact,subclass,high,CAS without structure
"Hydrocarbons, C4",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/58ed02d0b8c03d966abd639fccb03fae,skos:broadMatch,Hydrocarbons,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002837,subset,superclass,high,CAS without structure
aramid fibres,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/7f6ec35c3b1da872d1b8aa46087b6356,skos:broadMatch,Aromatic oligo- and polyamides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001963,subset,subclass,high,Substance group
